"","CNT","CNTSCHID","CNTSTUID","STRATUM","MeanCrtScore","MeanMthScore","MeanReadScore","MeanSciScore"
"270","Philippines",60800132,60800285,"PHL - stratum 14: NCR",2.11,293.7872,258.7243,275.6839
"271","Philippines",60800095,60800286,"PHL - stratum 04: REGION 4A",9.58,331.618,315.7465,352.1037
"272","Philippines",60800179,60800287,"PHL - stratum 16: CARAGA",36.5,395.4705,415.24,410.6678
"273","Philippines",60800026,60800288,"PHL - stratum 03: REGION 3",34.87,415.2318,471.0719,472.7753
"274","Philippines",60800001,60800289,"PHL - stratum 11: REGION 10",1.42,281.5109,249.6684,263.3199
"275","Philippines",60800186,60800290,"PHL - stratum 12: REGION 11",8.26,406.4724,355.6734,359.7143
"276","Philippines",60800038,60800291,"PHL - stratum 14: NCR",42.19,465.1961,508.2044,496.4251
"277","Philippines",60800114,60800292,"PHL - stratum 03: REGION 3",1.3,281.1886,254.0454,267.6084
"278","Philippines",60800151,60800293,"PHL - stratum 15: CAR",37.63,451.7005,493.993,443.0782
"279","Philippines",60800162,60800294,"PHL - stratum 02: REGION 2",8.75,338.9662,277.5821,310.4213
"280","Philippines",60800045,60800295,"PHL - stratum 03: REGION 3",12.22,319.209,274.6687,321.1198
"281","Philippines",60800023,60800296,"PHL - stratum 04: REGION 4A",44.55,473.7357,496.0304,477.2477
"282","Philippines",60800053,60800297,"PHL - stratum 04: REGION 4A",13.46,380.9705,370.2393,392.5436
"283","Philippines",60800080,60800298,"PHL - stratum 14: NCR",12.71,322.9031,329.9318,314.675
"284","Philippines",60800045,60800300,"PHL - stratum 03: REGION 3",5.08,328.2573,273.6671,276.8864
"285","Philippines",60800126,60800301,"PHL - stratum 06: REGION 5",25.63,405.1648,453.3811,422.893
"286","Philippines",60800111,60800302,"PHL - stratum 07: REGION 6",24.25,377.7152,405.648,390.3723
"287","Philippines",60800153,60800303,"PHL - stratum 03: REGION 3",4.34,282.1508,267.2029,259.2991
"288","Philippines",60800122,60800304,"PHL - stratum 02: REGION 2",10.89,308.2143,273.9016,309.2213
"289","Philippines",60800052,60800305,"PHL - stratum 12: REGION 11",10.66,368.4654,345.6466,373.899
"290","Philippines",60800042,60800306,"PHL - stratum 10: REGION 9",3.99,276.0281,264.512,256.6563
"291","Philippines",60800111,60800307,"PHL - stratum 07: REGION 6",9.15,432.8956,501.8504,451.0215
"292","Philippines",60800106,60800308,"PHL - stratum 06: REGION 5",0.64,287.3748,216.3557,287.4613
"293","Philippines",60800186,60800309,"PHL - stratum 12: REGION 11",36.78,439.1549,426.5748,470.6123
"294","Philippines",60800147,60800310,"PHL - stratum 01: REGION 1",10.21,292.7897,257.0641,327.1858
"295","Philippines",60800106,60800311,"PHL - stratum 06: REGION 5",2.65,272.1764,253.8849,262.4669
"296","Philippines",60800111,60800312,"PHL - stratum 07: REGION 6",15.34,372.3655,328.4608,379.0473
"297","Philippines",60800167,60800313,"PHL - stratum 11: REGION 10",17.94,367.0623,377.7977,359.3763
"298","Philippines",60800161,60800314,"PHL - stratum 09: REGION 8",26.76,387.3313,418.5856,413.373
"299","Philippines",60800061,60800315,"PHL - stratum 01: REGION 1",39.81,461.1376,467.2374,474.9794
"300","Philippines",60800152,60800316,"PHL - stratum 16: CARAGA",5.37,287.1891,284.0899,277.9161
"301","Philippines",60800172,60800317,"PHL - stratum 07: REGION 6",6.12,367.4406,308.2477,373.232
"302","Philippines",60800140,60800318,"PHL - stratum 04: REGION 4A",50.91,591.8867,601.6613,586.5833
"303","Philippines",60800008,60800319,"PHL - stratum 06: REGION 5",3.99,292.4637,305.8864,283.705
"304","Philippines",60800059,60800320,"PHL - stratum 13: REGION 12",6.05,331.6294,296.4492,332.3887
"305","Philippines",60800016,60800321,"PHL - stratum 07: REGION 6",1.63,278.5707,240.1844,282.3211
"306","Philippines",60800064,60800322,"PHL - stratum 04: REGION 4A",11.07,285.2065,283.8328,321.7862
"307","Philippines",60800145,60800323,"PHL - stratum 13: REGION 12",2.48,272.118,265.7257,299.7469
"308","Philippines",60800158,60800324,"PHL - stratum 10: REGION 9",5.91,307.642,325.1327,279.6559
"309","Philippines",60800129,60800325,"PHL - stratum 04: REGION 4A",0.96,323.102,254.2611,289.8056
"310","Philippines",60800100,60800326,"PHL - stratum 07: REGION 6",1.44,328.6424,305.0549,288.7125
"311","Philippines",60800016,60800327,"PHL - stratum 07: REGION 6",3.59,293.9928,273.0638,275.2556
"312","Philippines",60800104,60800328,"PHL - stratum 10: REGION 9",15.04,326.1867,314.2519,271.1697
"313","Philippines",60800159,60800329,"PHL - stratum 09: REGION 8",25.99,375.5417,368.0279,328.1908
"314","Philippines",60800041,60800330,"PHL - stratum 14: NCR",4.54,336.9226,300.8159,305.0613
"315","Philippines",60800179,60800331,"PHL - stratum 16: CARAGA",7.8,281.2371,284.3796,298.8817
"316","Philippines",60800080,60800332,"PHL - stratum 14: NCR",16.99,373.0992,385.2775,381.7409
"317","Philippines",60800057,60800333,"PHL - stratum 01: REGION 1",2.97,276.3322,250.1543,268.4754
"318","Philippines",60800029,60800334,"PHL - stratum 04: REGION 4A",28.78,428.4814,475.2241,449.1915
"319","Philippines",60800178,60800335,"PHL - stratum 07: REGION 6",12.97,342.2521,342.0684,317.1292
"320","Philippines",60800094,60800337,"PHL - stratum 05: REGION 4B",4.76,320.9908,309.9803,314.0656
"321","Philippines",60800072,60800339,"PHL - stratum 10: REGION 9",26.98,399.8562,438.5296,441.3898
"322","Philippines",60800072,60800340,"PHL - stratum 10: REGION 9",10.33,339.1233,334.0831,328.5909
"323","Philippines",60800076,60800341,"PHL - stratum 08: REGION 7",1.82,259.5312,232.677,292.0304
"324","Philippines",60800073,60800342,"PHL - stratum 14: NCR",42.36,443.3153,447.8967,484.542
"325","Philippines",60800176,60800343,"PHL - stratum 09: REGION 8",1.73,309.6602,292.7055,298.197
"326","Philippines",60800163,60800344,"PHL - stratum 03: REGION 3",21.82,429.8346,474.2276,434.5721
"327","Philippines",60800090,60800345,"PHL - stratum 03: REGION 3",1.6,313.2185,315.7793,315.0933
"328","Philippines",60800040,60800346,"PHL - stratum 07: REGION 6",10.38,306.4046,330.2163,306.7584
"329","Philippines",60800067,60800347,"PHL - stratum 08: REGION 7",1.33,277.794,295.3442,293.1766
"330","Philippines",60800004,60800348,"PHL - stratum 16: CARAGA",3.14,306.1288,249.8338,272.1804
"331","Philippines",60800111,60800349,"PHL - stratum 07: REGION 6",29.61,405.8362,404.6945,386.5126
"332","Philippines",60800089,60800350,"PHL - stratum 01: REGION 1",27.09,429.1223,466.1683,475.4023
"333","Philippines",60800154,60800351,"PHL - stratum 07: REGION 6",4.04,292.9781,291.3416,225.4034
"334","Philippines",60800170,60800352,"PHL - stratum 14: NCR",4.19,331.4113,297.2405,342.9962
"335","Philippines",60800128,60800353,"PHL - stratum 03: REGION 3",6.81,334.998,322.5964,342.8513
"336","Philippines",60800073,60800354,"PHL - stratum 14: NCR",6,347.6151,282.4817,331.1205
"337","Philippines",60800091,60800355,"PHL - stratum 16: CARAGA",4.66,336.8984,313.5755,366.2143
"338","Philippines",60800136,60800356,"PHL - stratum 02: REGION 2",13.89,365.5393,383.9733,348.1847
"339","Philippines",60800123,60800357,"PHL - stratum 11: REGION 10",25,369.0554,368.8833,393.2688
"340","Philippines",60800071,60800358,"PHL - stratum 09: REGION 8",27.53,413.8635,448.6438,440.306
"341","Philippines",60800028,60800359,"PHL - stratum 08: REGION 7",11.31,360.1088,323.8675,335.1676
"342","Philippines",60800174,60800360,"PHL - stratum 07: REGION 6",10.23,367.6385,332.6918,378.1918
"343","Philippines",60800080,60800361,"PHL - stratum 14: NCR",40.15,461.6551,497.7643,470.8062
"344","Philippines",60800011,60800362,"PHL - stratum 08: REGION 7",16.15,362.7795,384.213,381.911
"345","Philippines",60800154,60800363,"PHL - stratum 07: REGION 6",1.41,311.2837,291.0346,326.3299
"346","Philippines",60800045,60800364,"PHL - stratum 03: REGION 3",18.16,366.5111,298.2601,313.4808
"347","Philippines",60800069,60800365,"PHL - stratum 08: REGION 7",2.67,316.785,285.3099,341.5454
"348","Philippines",60800096,60800366,"PHL - stratum 05: REGION 4B",2.43,262.418,246.8705,266.3213
"349","Philippines",60800161,60800367,"PHL - stratum 09: REGION 8",6.2,335.9624,278.2611,281.4644
"350","Philippines",60800023,60800368,"PHL - stratum 04: REGION 4A",13.62,414.4233,424.3382,425.5843
"351","Philippines",60800001,60800369,"PHL - stratum 11: REGION 10",0.92,267.2142,274.066,274.1901
"352","Philippines",60800028,60800370,"PHL - stratum 08: REGION 7",15.72,392.1424,411.2965,386.5449
"353","Philippines",60800118,60800371,"PHL - stratum 07: REGION 6",2.09,254.6138,271.2596,263.5403
"354","Philippines",60800125,60800372,"PHL - stratum 03: REGION 3",23.73,381.4325,395.1922,437.5191
"355","Philippines",60800107,60800373,"PHL - stratum 03: REGION 3",3,298.3465,307.5787,265.7957
"356","Philippines",60800082,60800374,"PHL - stratum 08: REGION 7",4.45,349.7406,358.3985,354.5087
"357","Philippines",60800019,60800375,"PHL - stratum 16: CARAGA",14.48,324.7373,291.7581,334.0395
"358","Philippines",60800110,60800376,"PHL - stratum 05: REGION 4B",30.81,407.3406,417.5439,401.306
"359","Philippines",60800144,60800377,"PHL - stratum 06: REGION 5",27.38,398.6143,469.5045,381.0907
"360","Philippines",60800058,60800378,"PHL - stratum 03: REGION 3",8.67,304.8093,301.4674,328.8696
"361","Philippines",60800062,60800379,"PHL - stratum 04: REGION 4A",13.95,358.7518,354.177,368.8654
"362","Philippines",60800170,60800380,"PHL - stratum 14: NCR",38.04,427.7583,469.9663,452.5372
"363","Philippines",60800152,60800381,"PHL - stratum 16: CARAGA",17.5,347.3548,363.3528,380.1702
"364","Philippines",60800178,60800382,"PHL - stratum 07: REGION 6",8.58,311.2248,299.4229,316.5647
"365","Philippines",60800175,60800383,"PHL - stratum 14: NCR",19.01,420.2238,406.0511,418.68
"366","Philippines",60800008,60800384,"PHL - stratum 06: REGION 5",10.83,365.8844,376.2673,367.6759
"367","Philippines",60800162,60800385,"PHL - stratum 02: REGION 2",1.46,324.2179,277.4404,298.5331
"368","Philippines",60800013,60800387,"PHL - stratum 11: REGION 10",1.12,282.7814,244.2624,205.0736
"369","Philippines",60800056,60800388,"PHL - stratum 07: REGION 6",8.5,324.9616,306.6285,311.1562
"370","Philippines",60800178,60800389,"PHL - stratum 07: REGION 6",13.64,316.7449,359.2995,313.168
"371","Philippines",60800125,60800390,"PHL - stratum 03: REGION 3",33.4,435.0502,499.2301,452.1636
"372","Philippines",60800021,60800391,"PHL - stratum 09: REGION 8",9.44,338.8601,307.2712,320.5603
"373","Philippines",60800079,60800392,"PHL - stratum 04: REGION 4A",5.84,288.2497,293.7241,269.5135
"374","Philippines",60800104,60800393,"PHL - stratum 10: REGION 9",16.61,365.9939,371.1153,395.5222
"375","Philippines",60800112,60800394,"PHL - stratum 12: REGION 11",14.71,356.5366,357.2334,325.0149
"376","Philippines",60800097,60800395,"PHL - stratum 15: CAR",12.06,358.9824,317.4634,315.0153
"377","Philippines",60800132,60800396,"PHL - stratum 14: NCR",1.02,309.5467,283.8643,317.2922
"378","Philippines",60800174,60800397,"PHL - stratum 07: REGION 6",3.42,306.0943,266.4574,350.7633
"379","Philippines",60800177,60800398,"PHL - stratum 03: REGION 3",2.35,318.9069,270.1707,328.8513
"380","Philippines",60800087,60800399,"PHL - stratum 09: REGION 8",2.95,290.7768,235.3526,305.0223
"381","Philippines",60800005,60800400,"PHL - stratum 08: REGION 7",7.81,323.5875,333.8374,304.8571
"382","Philippines",60800178,60800401,"PHL - stratum 07: REGION 6",17.03,320.9795,339.4332,328.2116
"383","Philippines",60800103,60800402,"PHL - stratum 12: REGION 11",35.41,452.8173,444.7402,481.3072
"384","Philippines",60800047,60800403,"PHL - stratum 11: REGION 10",19.84,390.2883,361.4376,328.9147
"385","Philippines",60800122,60800404,"PHL - stratum 02: REGION 2",1.53,296.1049,254.8287,304.8171
"386","Philippines",60800035,60800405,"PHL - stratum 09: REGION 8",5.11,321.0865,296.9162,291.1063
"387","Philippines",60800108,60800407,"PHL - stratum 04: REGION 4A",19.33,367.5864,388.2272,398.817
"388","Philippines",60800038,60800408,"PHL - stratum 14: NCR",27.65,449.0885,477.7803,490.333
"389","Philippines",60800092,60800409,"PHL - stratum 04: REGION 4A",19.7,440.8738,437.2734,438.4246
"390","Philippines",60800010,60800410,"PHL - stratum 07: REGION 6",19,349.872,353.7301,361.8598
"391","Philippines",60800019,60800411,"PHL - stratum 16: CARAGA",2.99,331.1551,255.6538,332.1869
"392","Philippines",60800096,60800412,"PHL - stratum 05: REGION 4B",6.16,313.2191,303.9136,278.9721
"393","Philippines",60800039,60800413,"PHL - stratum 03: REGION 3",15.92,422.1428,397.8318,432.7341
"394","Philippines",60800136,60800414,"PHL - stratum 02: REGION 2",14.69,353.9212,395.0007,360.9764
"395","Philippines",60800186,60800415,"PHL - stratum 12: REGION 11",13.58,325.8726,349.6263,365.8532
"396","Philippines",60800149,60800416,"PHL - stratum 04: REGION 4A",10.96,364.2856,383.3982,373.818
"397","Philippines",60800055,60800417,"PHL - stratum 01: REGION 1",10.18,331.3262,375.2889,325.5991
"398","Philippines",60800155,60800418,"PHL - stratum 02: REGION 2",4.71,301.3237,255.4244,285.4304
"399","Philippines",60800041,60800419,"PHL - stratum 14: NCR",29.15,392.1705,407.1177,411.7779
"400","Philippines",60800060,60800420,"PHL - stratum 09: REGION 8",16.7,408.5851,379.9509,379.6112
"401","Philippines",60800021,60800422,"PHL - stratum 09: REGION 8",8.19,322.254,316.0339,314.6609
"402","Philippines",60800020,60800423,"PHL - stratum 12: REGION 11",27.36,397.5398,389.6689,388.7558
"403","Philippines",60800143,60800424,"PHL - stratum 03: REGION 3",17.3,390.6914,384.7527,392.9146
"404","Philippines",60800038,60800425,"PHL - stratum 14: NCR",41.72,447.1107,463.5282,471.3932
"405","Philippines",60800157,60800426,"PHL - stratum 14: NCR",28.02,390.6077,370.5871,388.9294
"406","Philippines",60800104,60800427,"PHL - stratum 10: REGION 9",3.07,280.0876,270.4821,282.1101
"407","Philippines",60800158,60800428,"PHL - stratum 10: REGION 9",2.72,285.5855,274.3391,307.9089
"408","Philippines",60800059,60800430,"PHL - stratum 13: REGION 12",9.61,357.0501,361.63,368.1881
"409","Philippines",60800100,60800431,"PHL - stratum 07: REGION 6",5.47,345.6358,310.1655,326.801
"410","Philippines",60800130,60800432,"PHL - stratum 06: REGION 5",8.16,315.8129,323.7112,328.4093
"411","Philippines",60800085,60800433,"PHL - stratum 13: REGION 12",0.25,238.7642,172.5243,239.5976
"412","Philippines",60800164,60800434,"PHL - stratum 14: NCR",23.96,428.1792,432.0464,433.807
"413","Philippines",60800052,60800436,"PHL - stratum 12: REGION 11",27.01,431.0006,444.7886,392.9071
"414","Philippines",60800079,60800437,"PHL - stratum 04: REGION 4A",5.45,330.0078,315.3962,328.535
"415","Philippines",60800155,60800438,"PHL - stratum 02: REGION 2",2.18,310.4898,267.8162,301.542
"416","Philippines",60800018,60800439,"PHL - stratum 14: NCR",55.81,600.9293,611.4881,649.9126
"417","Philippines",60800131,60800440,"PHL - stratum 04: REGION 4A",19.84,345.8806,320.2597,341.1779
"418","Philippines",60800068,60800441,"PHL - stratum 04: REGION 4A",5.23,273.0835,301.1377,286.2993
"419","Philippines",60800072,60800442,"PHL - stratum 10: REGION 9",5.08,312.3708,295.7674,319.1544
"420","Philippines",60800062,60800443,"PHL - stratum 04: REGION 4A",29.36,417.5169,467.4829,446.6627
"421","Philippines",60800103,60800444,"PHL - stratum 12: REGION 11",2.03,314.7549,272.4164,343.0345
"422","Philippines",60800147,60800445,"PHL - stratum 01: REGION 1",0.87,316.4438,256.209,298.2719
"423","Philippines",60800011,60800446,"PHL - stratum 08: REGION 7",27.45,430.2633,461.2406,469.4989
"424","Philippines",60800117,60800447,"PHL - stratum 12: REGION 11",1.28,289.2159,247.2417,251.639
"425","Philippines",60800050,60800448,"PHL - stratum 14: NCR",24.73,426.9362,481.9716,437.8017
"426","Philippines",60800004,60800449,"PHL - stratum 16: CARAGA",2.38,259.4503,239.2092,240.9201
"427","Philippines",60800169,60800450,"PHL - stratum 06: REGION 5",2.03,308.532,275.5894,262.8498
"428","Philippines",60800047,60800451,"PHL - stratum 11: REGION 10",16.54,422.4176,473.8177,432.4742
"429","Philippines",60800183,60800452,"PHL - stratum 12: REGION 11",3.88,319.8932,304.5173,292.2915
"430","Philippines",60800053,60800453,"PHL - stratum 04: REGION 4A",10.44,387.8665,385.6986,398.6403
"431","Philippines",60800017,60800454,"PHL - stratum 01: REGION 1",11.77,354.5348,369.7916,353.1929
"432","Philippines",60800168,60800455,"PHL - stratum 13: REGION 12",4.47,283.0746,232.6685,316.4155
"433","Philippines",60800174,60800456,"PHL - stratum 07: REGION 6",4.84,281.6379,267.2905,281.0182
"434","Philippines",60800125,60800457,"PHL - stratum 03: REGION 3",2.79,307.4852,268.6949,299.6678
"435","Philippines",60800129,60800458,"PHL - stratum 04: REGION 4A",21.28,400.0422,411.3176,407.2265
"436","Philippines",60800107,60800459,"PHL - stratum 03: REGION 3",8.7,310.3521,292.6349,295.0878
"437","Philippines",60800017,60800460,"PHL - stratum 01: REGION 1",5.13,325.7415,275.9098,308.7429
"438","Philippines",60800073,60800461,"PHL - stratum 14: NCR",22.44,373.0009,374.9363,391.2966
"439","Philippines",60800150,60800462,"PHL - stratum 05: REGION 4B",4.22,318.9698,339.5793,368.3948
"440","Philippines",60800169,60800463,"PHL - stratum 06: REGION 5",4.52,279.0603,302.439,275.2059
"441","Philippines",60800118,60800464,"PHL - stratum 07: REGION 6",2.56,259.3148,241.5579,256.9553
"442","Philippines",60800143,60800465,"PHL - stratum 03: REGION 3",21.51,353.6281,395.0512,365.746
"443","Philippines",60800171,60800466,"PHL - stratum 03: REGION 3",13.4,408.7107,406.2339,377.3658
"444","Philippines",60800080,60800467,"PHL - stratum 14: NCR",19.27,358.8368,343.5887,361.5334
"445","Philippines",60800118,60800468,"PHL - stratum 07: REGION 6",1.01,252.4484,244.9293,223.435
"446","Philippines",60800032,60800469,"PHL - stratum 03: REGION 3",20.98,386.9702,409.6198,411.8334
"447","Philippines",60800099,60800470,"PHL - stratum 03: REGION 3",50.64,470.2359,492.9732,516.8942
"448","Philippines",60800177,60800471,"PHL - stratum 03: REGION 3",8.44,306.0789,303.2623,287.1554
"449","Philippines",60800047,60800472,"PHL - stratum 11: REGION 10",2.69,295.799,272.7786,239.7256
"450","Philippines",60800170,60800473,"PHL - stratum 14: NCR",20.08,393.3192,406.4514,391.9797
"451","Philippines",60800057,60800474,"PHL - stratum 01: REGION 1",23.43,425.0234,444.1433,484.4496
"452","Philippines",60800013,60800475,"PHL - stratum 11: REGION 10",5.56,308.1436,288.3011,292.097
