"","CNT","CNTSCHID","CNTSTUID","STRATUM","MeanCrtScore","MeanMthScore","MeanReadScore","MeanSciScore"
"3451","Philippines",60800129,60803642,"PHL - stratum 04: REGION 4A",17.09,438.2731,428.499,469.3318
"3452","Philippines",60800033,60803643,"PHL - stratum 14: NCR",28.38,400.794,409.9997,396.4487
"3453","Philippines",60800001,60803644,"PHL - stratum 11: REGION 10",10.64,362.0574,398.5177,386.0745
"3454","Philippines",60800037,60803645,"PHL - stratum 10: REGION 9",16.73,397.1968,431.139,435.6004
"3455","Philippines",60800095,60803646,"PHL - stratum 04: REGION 4A",1.82,279.0058,256.7797,262.4854
"3456","Philippines",60800086,60803647,"PHL - stratum 01: REGION 1",18.97,405.6989,365.1761,358.9425
"3457","Philippines",60800084,60803648,"PHL - stratum 03: REGION 3",28.56,417.9256,418.9733,451.1159
"3458","Philippines",60800049,60803649,"PHL - stratum 03: REGION 3",7.16,314.9826,294.5083,282.1577
"3459","Philippines",60800170,60803650,"PHL - stratum 14: NCR",5.75,326.6251,315.5505,341.9104
"3460","Philippines",60800081,60803651,"PHL - stratum 05: REGION 4B",4.66,331.8647,301.3749,324.5208
"3461","Philippines",60800179,60803652,"PHL - stratum 16: CARAGA",9.17,350.2591,305.8674,309.9591
"3462","Philippines",60800164,60803653,"PHL - stratum 14: NCR",4.17,316.3477,283.3464,275.3499
"3463","Philippines",60800109,60803654,"PHL - stratum 09: REGION 8",20.39,384.2112,389.3979,361.0897
"3464","Philippines",60800027,60803656,"PHL - stratum 07: REGION 6",0.58,303.6145,253.7746,339.4874
"3465","Philippines",60800181,60803657,"PHL - stratum 06: REGION 5",3.94,302.4913,253.1549,325.8423
"3466","Philippines",60800114,60803658,"PHL - stratum 03: REGION 3",7.11,333.3049,280.7436,343.5665
"3467","Philippines",60800058,60803659,"PHL - stratum 03: REGION 3",3.04,298.7428,259.4846,326.5481
"3468","Philippines",60800110,60803660,"PHL - stratum 05: REGION 4B",43.74,518.6896,504.2015,498.3426
"3469","Philippines",60800016,60803661,"PHL - stratum 07: REGION 6",2.48,281.5069,272.5527,308.2713
"3470","Philippines",60800001,60803662,"PHL - stratum 11: REGION 10",5.28,285.7965,258.0659,250.6373
"3471","Philippines",60800040,60803663,"PHL - stratum 07: REGION 6",12.95,316.0141,324.2393,309.867
"3472","Philippines",60800028,60803664,"PHL - stratum 08: REGION 7",6.23,361.4719,305.7972,331.9278
"3473","Philippines",60800130,60803665,"PHL - stratum 06: REGION 5",0.53,272.5504,231.9489,282.7349
"3474","Philippines",60800013,60803666,"PHL - stratum 11: REGION 10",6.17,340.7911,313.3364,329.036
"3475","Philippines",60800095,60803668,"PHL - stratum 04: REGION 4A",3.62,338.1803,344.9996,344.2826
"3476","Philippines",60800116,60803669,"PHL - stratum 11: REGION 10",14.99,369.7451,329.6776,337.3088
"3477","Philippines",60800079,60803670,"PHL - stratum 04: REGION 4A",9.87,360.9546,331.142,350.0223
"3478","Philippines",60800153,60803671,"PHL - stratum 03: REGION 3",4.04,337.1028,299.6496,311.3793
"3479","Philippines",60800007,60803672,"PHL - stratum 13: REGION 12",0.66,255.7318,221.2321,297.6446
"3480","Philippines",60800101,60803673,"PHL - stratum 06: REGION 5",6.97,348.9504,303.3586,296.4135
"3481","Philippines",60800004,60803674,"PHL - stratum 16: CARAGA",16.71,344.0861,273.6287,314.4536
"3482","Philippines",60800086,60803676,"PHL - stratum 01: REGION 1",4.73,318.4063,305.2886,330.7767
"3483","Philippines",60800024,60803677,"PHL - stratum 01: REGION 1",3.29,293.016,227.4249,276.303
"3484","Philippines",60800188,60803678,"PHL - stratum 14: NCR",32.26,421.4253,495.1619,490.6501
"3485","Philippines",60800136,60803679,"PHL - stratum 02: REGION 2",34.35,437.1367,448.9043,449.2156
"3486","Philippines",60800027,60803680,"PHL - stratum 07: REGION 6",2.25,324.7524,291.4068,349.8492
"3487","Philippines",60800101,60803681,"PHL - stratum 06: REGION 5",7.69,337.0045,339.3104,336.9018
"3488","Philippines",60800136,60803682,"PHL - stratum 02: REGION 2",45.5,573.3057,555.8818,553.0921
"3489","Philippines",60800090,60803683,"PHL - stratum 03: REGION 3",10.99,329.6723,358.3585,331.3736
"3490","Philippines",60800078,60803684,"PHL - stratum 04: REGION 4A",43.21,504.9625,558.3871,547.8904
"3491","Philippines",60800073,60803685,"PHL - stratum 14: NCR",41.91,556.6939,581.379,565.1843
"3492","Philippines",60800172,60803686,"PHL - stratum 07: REGION 6",0.82,350.8092,283.1615,335.6202
"3493","Philippines",60800053,60803687,"PHL - stratum 04: REGION 4A",4.04,285.9901,238.255,275.3025
"3494","Philippines",60800003,60803689,"PHL - stratum 04: REGION 4A",15.35,386.3451,395.7642,375.7617
"3495","Philippines",60800181,60803690,"PHL - stratum 06: REGION 5",8.01,320.0665,298.4895,306.1133
"3496","Philippines",60800078,60803691,"PHL - stratum 04: REGION 4A",28.61,454.377,477.3381,466.7046
"3497","Philippines",60800005,60803692,"PHL - stratum 08: REGION 7",25.84,552.2965,610.1863,578.0578
"3498","Philippines",60800103,60803693,"PHL - stratum 12: REGION 11",35.99,426.9017,406.042,383.3196
"3499","Philippines",60800177,60803694,"PHL - stratum 03: REGION 3",32.74,432.9419,483.1966,452.3985
"3500","Philippines",60800124,60803695,"PHL - stratum 13: REGION 12",8.47,315.6298,319.2152,316.148
"3501","Philippines",60800099,60803696,"PHL - stratum 03: REGION 3",31.87,440.6589,461.9969,458.929
"3502","Philippines",60800061,60803697,"PHL - stratum 01: REGION 1",2.66,294.2935,271.4275,323.3251
"3503","Philippines",60800034,60803698,"PHL - stratum 07: REGION 6",2.49,309.7094,243.652,303.9074
"3504","Philippines",60800081,60803699,"PHL - stratum 05: REGION 4B",16.56,360.8695,333.7456,386.5274
"3505","Philippines",60800022,60803700,"PHL - stratum 04: REGION 4A",19.32,353.9322,360.3345,358.9279
"3506","Philippines",60800161,60803701,"PHL - stratum 09: REGION 8",1.11,308.7616,304.2815,345.6238
"3507","Philippines",60800068,60803702,"PHL - stratum 04: REGION 4A",6.96,327.7255,326.416,310.6572
"3508","Philippines",60800158,60803703,"PHL - stratum 10: REGION 9",10.01,386.1169,363.8604,365.8178
"3509","Philippines",60800141,60803704,"PHL - stratum 05: REGION 4B",35.77,443.2868,443.8575,423.595
"3510","Philippines",60800052,60803705,"PHL - stratum 12: REGION 11",44.34,455.1405,481.0317,496.3629
"3511","Philippines",60800076,60803706,"PHL - stratum 08: REGION 7",3.9,312.1388,314.109,387.6032
"3512","Philippines",60800089,60803707,"PHL - stratum 01: REGION 1",30.38,478.6221,460.1723,495.9587
"3513","Philippines",60800040,60803708,"PHL - stratum 07: REGION 6",3.29,287.0879,293.8464,312.2438
"3514","Philippines",60800137,60803709,"PHL - stratum 03: REGION 3",16.83,409.1976,407.8551,445.5572
"3515","Philippines",60800122,60803710,"PHL - stratum 02: REGION 2",6.26,339.0252,318.8764,289.6553
"3516","Philippines",60800109,60803711,"PHL - stratum 09: REGION 8",4.04,329.7187,310.4229,297.9123
"3517","Philippines",60800041,60803712,"PHL - stratum 14: NCR",41.34,451.6874,480.4754,489.2585
"3518","Philippines",60800021,60803713,"PHL - stratum 09: REGION 8",2.25,308.2534,299.9252,275.2891
"3519","Philippines",60800030,60803714,"PHL - stratum 08: REGION 7",7.3,367.6666,342.3396,367.4659
"3520","Philippines",60800052,60803715,"PHL - stratum 12: REGION 11",4.49,292.4089,280.3194,313.2112
"3521","Philippines",60800012,60803716,"PHL - stratum 14: NCR",7,321.5538,336.8447,293.5761
"3522","Philippines",60800184,60803717,"PHL - stratum 14: NCR",25.15,449.5595,468.9925,437.8816
"3523","Philippines",60800059,60803718,"PHL - stratum 13: REGION 12",12.77,330.9679,306.0682,312.2331
"3524","Philippines",60800145,60803719,"PHL - stratum 13: REGION 12",1.63,265.7199,233.9767,274.7602
"3525","Philippines",60800052,60803720,"PHL - stratum 12: REGION 11",4.61,300.7566,289.2538,327.5155
"3526","Philippines",60800092,60803721,"PHL - stratum 04: REGION 4A",7.73,307.6056,276.421,319.2872
"3527","Philippines",60800085,60803722,"PHL - stratum 13: REGION 12",11.86,319.9031,345.7486,357.7535
"3528","Philippines",60800137,60803723,"PHL - stratum 03: REGION 3",13.04,341.8197,328.3672,362.6015
"3529","Philippines",60800035,60803724,"PHL - stratum 09: REGION 8",1,280.0061,288.3281,283.9623
"3530","Philippines",60800007,60803725,"PHL - stratum 13: REGION 12",0.65,313.8546,257.6268,286.9867
"3531","Philippines",60800150,60803726,"PHL - stratum 05: REGION 4B",10.08,333.7874,356.345,304.0926
"3532","Philippines",60800179,60803727,"PHL - stratum 16: CARAGA",27.49,430.4661,457.7889,422.7707
"3533","Philippines",60800062,60803728,"PHL - stratum 04: REGION 4A",4.75,281.3608,257.0098,267.8089
"3534","Philippines",60800104,60803729,"PHL - stratum 10: REGION 9",13.15,362.7751,349.0019,369.0427
"3535","Philippines",60800037,60803730,"PHL - stratum 10: REGION 9",7.09,328.6014,297.987,305.1691
"3536","Philippines",60800106,60803731,"PHL - stratum 06: REGION 5",9.81,359.4124,359.0336,357.691
"3537","Philippines",60800175,60803732,"PHL - stratum 14: NCR",14.57,377.4031,354.281,358.1756
"3538","Philippines",60800022,60803733,"PHL - stratum 04: REGION 4A",7.7,334.1153,320.9849,319.4707
"3539","Philippines",60800183,60803734,"PHL - stratum 12: REGION 11",17.46,434.8803,500.0705,448.9146
"3540","Philippines",60800148,60803735,"PHL - stratum 08: REGION 7",2.33,282.8084,279.3989,251.8998
"3541","Philippines",60800164,60803736,"PHL - stratum 14: NCR",12.2,405.9225,383.3155,382.3378
"3542","Philippines",60800020,60803738,"PHL - stratum 12: REGION 11",17.82,372.8753,357.1615,343.5992
"3543","Philippines",60800037,60803739,"PHL - stratum 10: REGION 9",12.81,363.624,349.6012,336.3823
"3544","Philippines",60800032,60803740,"PHL - stratum 03: REGION 3",26.49,406.6506,434.7517,439.8832
"3545","Philippines",60800166,60803741,"PHL - stratum 04: REGION 4A",1.05,263.012,221.1261,240.1699
"3546","Philippines",60800051,60803742,"PHL - stratum 09: REGION 8",0.98,293.7262,236.1806,268.173
"3547","Philippines",60800041,60803743,"PHL - stratum 14: NCR",38.77,436.55,455.5152,432.9717
"3548","Philippines",60800045,60803744,"PHL - stratum 03: REGION 3",13.01,361.655,304.5509,346.5014
"3549","Philippines",60800037,60803745,"PHL - stratum 10: REGION 9",6.16,327.1293,304.8701,337.0932
"3550","Philippines",60800176,60803746,"PHL - stratum 09: REGION 8",11.58,350.7979,365.2537,377.2083
"3551","Philippines",60800147,60803747,"PHL - stratum 01: REGION 1",5.46,258.7462,222.4567,269.9893
"3552","Philippines",60800099,60803748,"PHL - stratum 03: REGION 3",44.51,431.6191,451.4588,493.7906
"3553","Philippines",60800124,60803749,"PHL - stratum 13: REGION 12",3.21,259.4752,235.0837,220.9382
"3554","Philippines",60800038,60803750,"PHL - stratum 14: NCR",15.54,396.195,392.0516,406.3153
"3555","Philippines",60800021,60803751,"PHL - stratum 09: REGION 8",9.03,307.0294,295.3494,261.6504
"3556","Philippines",60800067,60803752,"PHL - stratum 08: REGION 7",5.43,343.6416,340.1591,326.8624
"3557","Philippines",60800001,60803753,"PHL - stratum 11: REGION 10",2.09,318.5967,293.2861,248.5664
"3558","Philippines",60800159,60803754,"PHL - stratum 09: REGION 8",10.19,362.6767,404.7446,352.5365
"3559","Philippines",60800029,60803755,"PHL - stratum 04: REGION 4A",53.04,476.6156,516.8004,522.3852
"3560","Philippines",60800048,60803756,"PHL - stratum 13: REGION 12",0.4,250.8235,214.7258,258.5415
"3561","Philippines",60800088,60803757,"PHL - stratum 08: REGION 7",14.97,331.8855,320.0771,321.6085
"3562","Philippines",60800087,60803758,"PHL - stratum 09: REGION 8",10.85,352.8458,345.7664,390.0942
"3563","Philippines",60800137,60803759,"PHL - stratum 03: REGION 3",2.57,290.5115,232.7553,262.5045
"3564","Philippines",60800020,60803760,"PHL - stratum 12: REGION 11",47.42,408.9244,424.4737,422.0283
"3565","Philippines",60800035,60803761,"PHL - stratum 09: REGION 8",33.95,495.5357,496.3782,487.4205
"3566","Philippines",60800083,60803762,"PHL - stratum 07: REGION 6",2.63,323.3508,314.304,298.5091
"3567","Philippines",60800135,60803763,"PHL - stratum 10: REGION 9",20.08,374.1196,426.1352,396.3991
"3568","Philippines",60800099,60803764,"PHL - stratum 03: REGION 3",37.4,461.9255,472.3124,488.4348
"3569","Philippines",60800116,60803765,"PHL - stratum 11: REGION 10",14.58,406.8157,403.5637,362.7237
"3570","Philippines",60800188,60803766,"PHL - stratum 14: NCR",22.44,406.7753,439.3455,434.9623
"3571","Philippines",60800057,60803767,"PHL - stratum 01: REGION 1",9.75,351.3366,315.1674,348.3649
"3572","Philippines",60800034,60803768,"PHL - stratum 07: REGION 6",1,302.4362,264.2974,248.1655
"3573","Philippines",60800035,60803769,"PHL - stratum 09: REGION 8",1.24,275.1042,237.5404,222.6465
"3574","Philippines",60800089,60803771,"PHL - stratum 01: REGION 1",5.88,309.8393,283.1381,283.6399
"3575","Philippines",60800111,60803772,"PHL - stratum 07: REGION 6",25.86,375.3847,418.6227,372.303
"3576","Philippines",60800015,60803773,"PHL - stratum 08: REGION 7",11.74,289.9017,321.3643,335.4914
"3577","Philippines",60800098,60803774,"PHL - stratum 02: REGION 2",2.13,285.8806,254.0703,311.8735
"3578","Philippines",60800034,60803775,"PHL - stratum 07: REGION 6",3.23,287.8623,274.6351,273.1214
"3579","Philippines",60800106,60803776,"PHL - stratum 06: REGION 5",32.28,368.3938,369.9093,406.7227
"3580","Philippines",60800092,60803777,"PHL - stratum 04: REGION 4A",11.83,372.7034,395.7038,370.0909
"3581","Philippines",60800106,60803778,"PHL - stratum 06: REGION 5",1.15,306.9655,304.3258,318.5312
"3582","Philippines",60800171,60803779,"PHL - stratum 03: REGION 3",8.45,327.3316,311.9772,333.6184
"3583","Philippines",60800150,60803780,"PHL - stratum 05: REGION 4B",7.75,323.8687,286.5139,310.5565
"3584","Philippines",60800160,60803781,"PHL - stratum 02: REGION 2",1.53,321.6536,288.1655,324.6837
"3585","Philippines",60800063,60803783,"PHL - stratum 01: REGION 1",13.1,300.5685,327.8226,313.3928
"3586","Philippines",60800016,60803784,"PHL - stratum 07: REGION 6",1.77,284.7495,251.9866,297.5991
"3587","Philippines",60800162,60803786,"PHL - stratum 02: REGION 2",1.6,305.2522,286.8356,274.075
"3588","Philippines",60800115,60803787,"PHL - stratum 12: REGION 11",20.37,442.3071,422.5994,488.7331
"3589","Philippines",60800173,60803788,"PHL - stratum 14: NCR",5.65,358.2567,318.9005,353.8644
"3590","Philippines",60800119,60803789,"PHL - stratum 15: CAR",19.56,405.8143,418.7224,368.2686
"3591","Philippines",60800087,60803791,"PHL - stratum 09: REGION 8",21.41,321.3679,306.7765,306.3995
"3592","Philippines",60800146,60803792,"PHL - stratum 04: REGION 4A",7.11,299.3404,297.2682,276.7634
"3593","Philippines",60800142,60803793,"PHL - stratum 05: REGION 4B",29.48,438.3889,474.1321,494.232
"3594","Philippines",60800105,60803794,"PHL - stratum 14: NCR",5.33,324.4442,298.2052,300.5791
"3595","Philippines",60800052,60803795,"PHL - stratum 12: REGION 11",41.05,461.7741,479.8054,481.7832
"3596","Philippines",60800182,60803796,"PHL - stratum 06: REGION 5",3.47,315.2572,282.8167,315.8622
"3597","Philippines",60800049,60803797,"PHL - stratum 03: REGION 3",41.15,467.987,486.1099,519.4965
"3598","Philippines",60800041,60803798,"PHL - stratum 14: NCR",42.31,494.7262,598.876,595.9196
"3599","Philippines",60800173,60803799,"PHL - stratum 14: NCR",48.51,460.7963,485.7333,473.4097
"3600","Philippines",60800064,60803800,"PHL - stratum 04: REGION 4A",14.43,372.5095,373.6217,379.5207
"3601","Philippines",60800103,60803801,"PHL - stratum 12: REGION 11",17.27,378.1856,332.8624,334.7272
"3602","Philippines",60800079,60803802,"PHL - stratum 04: REGION 4A",33.94,375.7717,417.5624,370.801
"3603","Philippines",60800096,60803803,"PHL - stratum 05: REGION 4B",14.27,337.1226,310.498,324.1596
"3604","Philippines",60800037,60803805,"PHL - stratum 10: REGION 9",3.44,306.4018,287.8637,305.0759
"3605","Philippines",60800049,60803806,"PHL - stratum 03: REGION 3",35.71,417.1437,459.971,436.3267
"3606","Philippines",60800084,60803807,"PHL - stratum 03: REGION 3",5.03,324.989,289.1598,303.8496
"3607","Philippines",60800055,60803808,"PHL - stratum 01: REGION 1",2.11,301.6369,268.9203,292.4843
"3608","Philippines",60800135,60803809,"PHL - stratum 10: REGION 9",4.99,306.343,236.7362,308.3661
"3609","Philippines",60800174,60803810,"PHL - stratum 07: REGION 6",10.49,318.93,326.6399,304.5117
"3610","Philippines",60800148,60803811,"PHL - stratum 08: REGION 7",2.25,277.118,275.5471,260.4704
"3611","Philippines",60800034,60803813,"PHL - stratum 07: REGION 6",26.18,368.1873,374.1777,388.852
"3612","Philippines",60800094,60803814,"PHL - stratum 05: REGION 4B",19.03,394.2799,422.2183,420.9584
"3613","Philippines",60800078,60803815,"PHL - stratum 04: REGION 4A",30.28,435.212,468.5927,455.4684
"3614","Philippines",60800136,60803816,"PHL - stratum 02: REGION 2",10.08,367.5315,377.0961,316.1305
"3615","Philippines",60800176,60803817,"PHL - stratum 09: REGION 8",13.81,344.5544,332.021,342.5531
"3616","Philippines",60800013,60803818,"PHL - stratum 11: REGION 10",4.72,286.5661,258.8487,292.7735
"3617","Philippines",60800012,60803819,"PHL - stratum 14: NCR",13.03,354.8824,352.7496,325.8419
"3618","Philippines",60800150,60803820,"PHL - stratum 05: REGION 4B",8.54,372.1127,379.3768,380.3547
"3619","Philippines",60800023,60803821,"PHL - stratum 04: REGION 4A",17.54,374.2827,332.1817,361.226
"3620","Philippines",60800092,60803823,"PHL - stratum 04: REGION 4A",21.01,411.2857,416.9248,426.3201
"3621","Philippines",60800087,60803824,"PHL - stratum 09: REGION 8",10.78,321.0658,357.0068,284.2999
"3622","Philippines",60800137,60803825,"PHL - stratum 03: REGION 3",11.45,392.3728,376.9014,381.5564
"3623","Philippines",60800039,60803826,"PHL - stratum 03: REGION 3",33.8,438.1045,472.6249,422.303
"3624","Philippines",60800031,60803827,"PHL - stratum 14: NCR",44.78,468.6908,478.4573,477.9601
"3625","Philippines",60800162,60803828,"PHL - stratum 02: REGION 2",2.66,326.3667,294.5363,324.417
"3626","Philippines",60800003,60803829,"PHL - stratum 04: REGION 4A",31.5,438.0238,461.9389,443.3083
"3627","Philippines",60800137,60803830,"PHL - stratum 03: REGION 3",5.73,289.5216,246.0022,244.5359
"3628","Philippines",60800078,60803831,"PHL - stratum 04: REGION 4A",34.35,444.8618,512.7617,443.0042
"3629","Philippines",60800090,60803832,"PHL - stratum 03: REGION 3",15.28,408.3483,408.2218,407.3909
"3630","Philippines",60800012,60803833,"PHL - stratum 14: NCR",12.26,319.0197,330.0589,302.3271
"3631","Philippines",60800166,60803834,"PHL - stratum 04: REGION 4A",24.72,346.7739,351.6036,352.6593
"3632","Philippines",60800007,60803835,"PHL - stratum 13: REGION 12",5.97,370.4968,363.6619,375.5572
"3633","Philippines",60800098,60803836,"PHL - stratum 02: REGION 2",14.37,390.0646,364.6071,340.2493
"3634","Philippines",60800163,60803837,"PHL - stratum 03: REGION 3",11.41,324.0415,351.1886,369.9295
"3635","Philippines",60800084,60803838,"PHL - stratum 03: REGION 3",0.31,300.4888,237.6606,282.8088
"3636","Philippines",60800126,60803839,"PHL - stratum 06: REGION 5",14.15,305.9012,343.3564,355.5382
"3637","Philippines",60800181,60803840,"PHL - stratum 06: REGION 5",6.77,305.5447,267.1547,315.3655
"3638","Philippines",60800116,60803841,"PHL - stratum 11: REGION 10",11.84,348.8818,364.8122,382.2168
"3639","Philippines",60800019,60803842,"PHL - stratum 16: CARAGA",29.34,389.5173,399.2981,339.1264
"3640","Philippines",60800141,60803843,"PHL - stratum 05: REGION 4B",11.93,349.2492,321.5515,369.2198
"3641","Philippines",60800109,60803844,"PHL - stratum 09: REGION 8",8,305.8353,298.5097,313.8921
"3642","Philippines",60800062,60803845,"PHL - stratum 04: REGION 4A",8.33,339.4802,293.8308,315.6287
"3643","Philippines",60800005,60803846,"PHL - stratum 08: REGION 7",33.78,400.3315,438.503,454.9108
"3644","Philippines",60800187,60803847,"PHL - stratum 04: REGION 4A",16.41,374.7432,348.2168,360.2399
"3645","Philippines",60800064,60803848,"PHL - stratum 04: REGION 4A",9.11,378.0857,389.3539,373.1413
"3646","Philippines",60800149,60803849,"PHL - stratum 04: REGION 4A",17.91,386.8267,383.1257,375.7987
"3647","Philippines",60800075,60803850,"PHL - stratum 11: REGION 10",5.64,346.2748,306.5585,358.637
"3648","Philippines",60800147,60803851,"PHL - stratum 01: REGION 1",1.31,277.5197,213.7753,260.7287
"3649","Philippines",60800022,60803852,"PHL - stratum 04: REGION 4A",35.89,410.1941,434.8522,444.23
"3650","Philippines",60800060,60803853,"PHL - stratum 09: REGION 8",1.39,305.3776,276.7225,344.571
"3651","Philippines",60800180,60803854,"PHL - stratum 03: REGION 3",8.63,329.8324,331.45,341.6457
"3652","Philippines",60800176,60803855,"PHL - stratum 09: REGION 8",14.8,394.1431,384.1409,393.725
"3653","Philippines",60800045,60803856,"PHL - stratum 03: REGION 3",8.17,346.1415,332.7451,315.5877
"3654","Philippines",60800144,60803857,"PHL - stratum 06: REGION 5",4.94,313.5318,269.7015,318.4108
"3655","Philippines",60800151,60803858,"PHL - stratum 15: CAR",23.4,436.7216,436.2269,386.9451
"3656","Philippines",60800150,60803859,"PHL - stratum 05: REGION 4B",7.24,308.0826,286.9884,257.5889
"3657","Philippines",60800040,60803860,"PHL - stratum 07: REGION 6",15.28,302.1594,340.3255,305.9779
"3658","Philippines",60800081,60803861,"PHL - stratum 05: REGION 4B",4.6,337.2999,301.1025,345.3581
"3659","Philippines",60800021,60803862,"PHL - stratum 09: REGION 8",5.59,320.0377,281.9661,251.7223
"3660","Philippines",60800036,60803863,"PHL - stratum 04: REGION 4A",5.77,324.7857,281.7201,295.2269
"3661","Philippines",60800078,60803864,"PHL - stratum 04: REGION 4A",5,292.5303,284.5739,341.5409
"3662","Philippines",60800180,60803865,"PHL - stratum 03: REGION 3",4.63,293.4269,297.5605,283.1891
"3663","Philippines",60800035,60803866,"PHL - stratum 09: REGION 8",2.01,298.3427,284.3625,213.9984
"3664","Philippines",60800148,60803867,"PHL - stratum 08: REGION 7",12.7,371.006,421.2584,349.53
"3665","Philippines",60800045,60803868,"PHL - stratum 03: REGION 3",1.63,273.7545,245.9789,261.6067
"3666","Philippines",60800082,60803869,"PHL - stratum 08: REGION 7",5.13,329.6801,345.9031,329.5479
"3667","Philippines",60800035,60803870,"PHL - stratum 09: REGION 8",24.56,415.1098,397.5048,393.7341
"3668","Philippines",60800150,60803871,"PHL - stratum 05: REGION 4B",0.3,274.6258,267.2605,245.6347
"3669","Philippines",60800179,60803872,"PHL - stratum 16: CARAGA",10.32,383.3358,359.2104,342.8302
"3670","Philippines",60800148,60803873,"PHL - stratum 08: REGION 7",0.8,275.2438,240.5132,270.887
"3671","Philippines",60800148,60803874,"PHL - stratum 08: REGION 7",4.12,309.5828,313.6197,285.0679
"3672","Philippines",60800049,60803875,"PHL - stratum 03: REGION 3",15.16,388.8526,420.1997,377.036
"3673","Philippines",60800100,60803876,"PHL - stratum 07: REGION 6",27.68,470.4385,452.3282,461.2994
"3674","Philippines",60800051,60803877,"PHL - stratum 09: REGION 8",1.32,256.5964,208.6733,298.664
"3675","Philippines",60800091,60803878,"PHL - stratum 16: CARAGA",1.37,292.6153,208.9217,262.1113
"3676","Philippines",60800136,60803880,"PHL - stratum 02: REGION 2",21.86,366.2997,389.1076,355.8093
"3677","Philippines",60800123,60803881,"PHL - stratum 11: REGION 10",2.22,325.4602,295.3478,329.6308
"3678","Philippines",60800100,60803882,"PHL - stratum 07: REGION 6",29.57,391.713,393.6769,457.3756
"3679","Philippines",60800139,60803883,"PHL - stratum 08: REGION 7",0.77,290.7975,275.7741,295.9763
"3680","Philippines",60800178,60803884,"PHL - stratum 07: REGION 6",5.65,353.0268,290.6907,311.3044
"3681","Philippines",60800147,60803885,"PHL - stratum 01: REGION 1",0.93,236.1784,218.9395,260.0063
"3682","Philippines",60800033,60803886,"PHL - stratum 14: NCR",6.09,308.1353,294.1881,317.9808
"3683","Philippines",60800135,60803887,"PHL - stratum 10: REGION 9",7.59,324.0674,319.9803,311.7409
"3684","Philippines",60800071,60803888,"PHL - stratum 09: REGION 8",12.72,352.7524,341.3498,364.6375
"3685","Philippines",60800137,60803889,"PHL - stratum 03: REGION 3",3.48,288.1048,240.5645,268.4237
"3686","Philippines",60800165,60803891,"PHL - stratum 10: REGION 9",18.81,330.7544,370.6015,353.8307
"3687","Philippines",60800005,60803892,"PHL - stratum 08: REGION 7",8.85,391.8731,375.0604,407.0989
"3688","Philippines",60800076,60803893,"PHL - stratum 08: REGION 7",23.16,442.402,405.2069,425.3908
"3689","Philippines",60800056,60803894,"PHL - stratum 07: REGION 6",39.82,444.0025,504.5441,493.83
"3690","Philippines",60800064,60803895,"PHL - stratum 04: REGION 4A",7.68,327.1161,327.904,344.0749
"3691","Philippines",60800036,60803896,"PHL - stratum 04: REGION 4A",12.98,390.1435,371.2424,356.3582
"3692","Philippines",60800099,60803897,"PHL - stratum 03: REGION 3",49.03,490.9626,537.3698,548.0371
"3693","Philippines",60800104,60803898,"PHL - stratum 10: REGION 9",12.15,330.7515,320.3695,290.3997
"3694","Philippines",60800125,60803899,"PHL - stratum 03: REGION 3",8.57,292.2614,322.7744,261.5479
"3695","Philippines",60800105,60803900,"PHL - stratum 14: NCR",16.86,401.7144,417.5242,384.5287
"3696","Philippines",60800096,60803901,"PHL - stratum 05: REGION 4B",1.16,270.7198,262.1164,290.4995
"3697","Philippines",60800156,60803902,"PHL - stratum 16: CARAGA",8.83,331.7297,303.4405,329.5417
"3698","Philippines",60800055,60803903,"PHL - stratum 01: REGION 1",4.39,301.6325,257.6207,315.1533
"3699","Philippines",60800037,60803906,"PHL - stratum 10: REGION 9",5.13,282.0123,290.3842,316.9898
"3700","Philippines",60800073,60803907,"PHL - stratum 14: NCR",11.41,364.0107,396.6714,375.6279
"3701","Philippines",60800125,60803908,"PHL - stratum 03: REGION 3",31.71,412.5163,464.5387,483.6569
"3702","Philippines",60800129,60803909,"PHL - stratum 04: REGION 4A",7.67,331.4635,303.0987,245.2303
"3703","Philippines",60800063,60803910,"PHL - stratum 01: REGION 1",23.54,381.8109,383.4065,374.0847
"3704","Philippines",60800140,60803911,"PHL - stratum 04: REGION 4A",50.45,568.1994,578.058,571.4886
"3705","Philippines",60800111,60803912,"PHL - stratum 07: REGION 6",40.82,442.6871,462.8943,458.7684
"3706","Philippines",60800048,60803913,"PHL - stratum 13: REGION 12",6.74,294.5332,319.0622,312.4838
"3707","Philippines",60800129,60803914,"PHL - stratum 04: REGION 4A",10.73,352.9264,329.3035,334.4478
"3708","Philippines",60800122,60803915,"PHL - stratum 02: REGION 2",3.8,350.1642,290.3848,345.6644
"3709","Philippines",60800186,60803916,"PHL - stratum 12: REGION 11",40.57,430.4768,421.586,445.3796
"3710","Philippines",60800081,60803917,"PHL - stratum 05: REGION 4B",4.03,316.4494,277.7129,280.4857
"3711","Philippines",60800153,60803918,"PHL - stratum 03: REGION 3",21.25,354.8074,362.6096,355.6454
"3712","Philippines",60800064,60803919,"PHL - stratum 04: REGION 4A",43.51,426.2912,478.9963,434.4613
"3713","Philippines",60800152,60803920,"PHL - stratum 16: CARAGA",11.81,377.4153,363.7496,379.252
"3714","Philippines",60800066,60803921,"PHL - stratum 07: REGION 6",15.03,466.0267,476.7151,454.4106
